isolate_name,isolate_species,isolate_colDate,isolate_colLocation,isolate_sourceType,isolate_sourceName,profile_1,profile_2,profile_3
Isolate1430,Species1,2019-11-12,Ward 1,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1431,Species1,2019-12-20,Ward 1,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1432,Species2,2019-09-22,Ward 1,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1433,Species2,2019-12-17,Ward 1,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1434,Species2,2019-04-06,Ward 1,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1435,Species2,2019-09-02,Ward 1,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1436,Species2,2019-04-28,Ward 1,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1437,Species2,2019-11-20,Ward 1,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1438,Species2,2019-09-24,Ward 1,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1439,Species2,2019-09-28,Ward 1,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1440,Species2,2019-04-29,Ward 1,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1441,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1442,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1443,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1444,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1445,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1446,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1447,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1448,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1449,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1450,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1451,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1452,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1453,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1454,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1455,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1456,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1457,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1458,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1459,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1460,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1461,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1462,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1463,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1464,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1465,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1466,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1467,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1468,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1469,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1470,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1471,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1472,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1473,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1474,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1475,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1476,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1477,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1478,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1479,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1480,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1481,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1482,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1483,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1484,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1485,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1486,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1487,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1488,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1489,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1490,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1491,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1492,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1493,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1494,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1495,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1496,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1497,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1498,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1499,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1500,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1501,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1502,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1503,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1504,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1505,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1506,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1507,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1508,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1509,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1510,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1511,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1512,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1513,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1514,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1515,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1516,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1517,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1518,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1519,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1520,Species1,2019-08-16,Ward 4,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1521,Species1,2018-01-27,Ward 4,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1522,Species1,2019-12-17,Ward 4,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1523,Species1,2020-01-12,Ward 4,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1524,Species1,2019-11-20,Ward 4,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1525,Species1,2019-11-12,Ward 4,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1526,Species1,2019-12-20,Ward 4,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1527,Species2,2019-09-22,Ward 4,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1528,Species2,2019-12-17,Ward 4,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1529,Species2,2019-04-06,Ward 4,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1530,Species2,2019-09-02,Ward 4,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1531,Species2,2019-04-28,Ward 4,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1532,Species2,2019-11-20,Ward 4,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1533,Species2,2019-09-24,Ward 4,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1534,Species2,2019-09-28,Ward 4,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1535,Species2,2019-04-29,Ward 4,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1536,Species2,2019-05-01,Ward 4,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1537,Species1,2018-03-28,Ward 4,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1538,Species1,2018-08-05,Ward 4,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1539,Species1,2019-08-16,Ward 4,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1540,Species1,2018-01-27,Ward 4,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1541,Species1,2019-12-17,Ward 4,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1542,Species1,2020-01-12,Ward 4,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1543,Species1,2019-11-20,Ward 4,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1544,Species1,2019-11-12,Ward 4,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1545,Species1,2019-12-20,Ward 4,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1546,Species2,2019-09-22,Ward 4,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1547,Species2,2019-12-17,Ward 4,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1548,Species2,2019-04-06,Ward 4,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1549,Species2,2019-09-02,Ward 4,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1550,Species2,2019-04-28,Ward 4,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1551,Species2,2019-11-20,Ward 4,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1552,Species2,2019-09-24,Ward 4,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1553,Species2,2019-09-28,Ward 4,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1554,Species2,2019-04-29,Ward 4,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1555,Species2,2019-05-01,Ward 4,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1556,Species1,2018-03-28,Ward 4,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1557,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1558,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1559,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1560,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1561,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1562,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1563,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1564,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1565,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1566,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1567,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1568,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1569,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1570,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1571,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1572,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1573,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1574,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1575,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1576,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1577,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1578,Species2,2019-05-01,Ward 7,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1579,Species1,2018-03-28,Ward 7,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1580,Species1,2018-08-05,Ward 7,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1581,Species1,2019-08-16,Ward 7,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1582,Species1,2018-01-27,Ward 7,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1583,Species1,2019-12-17,Ward 7,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1584,Species1,2020-01-12,Ward 7,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1585,Species1,2019-11-20,Ward 7,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1586,Species1,2019-11-12,Ward 7,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1587,Species1,2019-12-20,Ward 7,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1588,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1589,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1590,Species2,2019-04-06,Ward 9,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1591,Species2,2019-09-02,Ward 9,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1592,Species2,2019-04-28,Ward 9,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1593,Species2,2019-11-20,Ward 9,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1594,Species2,2019-09-24,Ward 9,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1595,Species2,2019-09-28,Ward 9,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1596,Species2,2019-04-29,Ward 9,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1597,Species2,2019-05-01,Ward 9,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1598,Species1,2018-03-28,Ward 9,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1599,Species1,2018-08-05,Ward 9,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1600,Species1,2019-08-16,Ward 9,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1601,Species1,2018-01-27,Ward 9,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1602,Species1,2019-12-17,Ward 9,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1603,Species1,2020-01-12,Ward 9,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1604,Species1,2019-11-20,Ward 9,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1605,Species1,2019-11-12,Ward 9,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1606,Species1,2019-12-20,Ward 9,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1607,Species2,2019-09-22,Ward 9,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1608,Species2,2019-12-17,Ward 9,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1609,Species2,2019-04-06,Ward 9,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1610,Species2,2019-09-02,Ward 9,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1611,Species2,2019-04-28,Ward 9,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1612,Species2,2019-11-20,Ward 9,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1613,Species2,2019-09-24,Ward 9,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1614,Species2,2019-09-28,Ward 9,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1615,Species2,2019-04-29,Ward 9,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1616,Species2,2019-05-01,Ward 9,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1617,Species1,2018-03-28,Ward 9,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1618,Species1,2018-08-05,Ward 9,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1619,Species1,2019-08-16,Ward 9,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1620,Species1,2018-01-27,Ward 9,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1621,Species1,2019-12-17,Ward 9,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1622,Species1,2020-01-12,Ward 9,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1623,Species1,2019-11-20,Ward 9,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1624,Species1,2019-11-12,Ward 9,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1625,Species1,2019-12-20,Ward 9,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1626,Species2,2019-09-22,Ward 9,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1627,Species2,2019-12-17,Ward 9,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1628,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1629,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1630,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1631,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1632,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1633,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1634,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1635,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1636,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1637,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1638,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1639,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1640,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1641,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1642,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1643,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1644,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1645,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1646,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1647,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1648,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1649,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1650,Species2,2019-11-20,Ward 35,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1651,Species2,2019-09-24,Ward 35,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1652,Species2,2019-09-28,Ward 35,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1653,Species2,2019-04-29,Ward 35,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1654,Species2,2019-05-01,Ward 35,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1655,Species1,2018-03-28,Ward 35,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1656,Species1,2018-08-05,Ward 35,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1657,Species1,2019-08-16,Ward 35,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1658,Species1,2018-01-27,Ward 35,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1659,Species1,2019-12-17,Ward 35,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1660,Species1,2020-01-12,Ward 35,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1661,Species1,2019-11-20,Ward 35,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1662,Species1,2019-11-12,Ward 35,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1663,Species1,2019-12-20,Ward 35,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1664,Species2,2019-09-22,Ward 35,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1665,Species2,2019-12-17,Ward 35,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1666,Species2,2019-04-06,Ward 35,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1667,Species2,2019-09-02,Ward 35,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1668,Species2,2019-04-28,Ward 35,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1669,Species2,2019-11-20,Ward 35,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1670,Species2,2019-09-24,Ward 35,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1671,Species2,2019-09-28,Ward 35,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1672,Species2,2019-04-29,Ward 35,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1673,Species2,2019-05-01,Ward 35,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1674,Species1,2018-03-28,Ward 35,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1675,Species1,2018-08-05,Ward 35,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1676,Species1,2019-08-16,Ward 35,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1677,Species1,2018-01-27,Ward 35,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1678,Species1,2019-12-17,Ward 35,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1679,Species1,2020-01-12,Ward 35,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1680,Species1,2019-11-20,Ward 35,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1681,Species1,2019-11-12,Ward 35,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1682,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1683,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1684,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1685,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1686,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1687,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1688,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1689,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1690,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1691,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1692,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1693,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1694,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1695,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1696,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1697,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1698,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1699,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1700,Species2,2019-05-01,Ward 7,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1701,Species1,2018-03-28,Ward 7,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1702,Species1,2018-08-05,Ward 7,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1703,Species1,2019-08-16,Ward 7,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1704,Species1,2018-01-27,Ward 7,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1705,Species1,2019-12-17,Ward 7,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1706,Species1,2020-01-12,Ward 7,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1707,Species1,2019-11-20,Ward 7,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1708,Species1,2019-11-12,Ward 7,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1709,Species1,2019-12-20,Ward 7,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1710,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1711,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1712,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1713,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1714,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1715,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
